iter	PRAUC	Logloss
65	0.9181304138	0.4007430746
66	0.9184854463	0.4000267566
67	0.9189679895	0.3988158081
68	0.9193716225	0.3977694227
69	0.919894591	0.3965287819
70	0.9201068621	0.3958383377
71	0.9206897964	0.3945472687
72	0.9212096239	0.3933440746
73	0.9213471963	0.3929476116
74	0.9216814859	0.3921139994
75	0.9219450688	0.3914460579
76	0.922261485	0.3906185785
77	0.9224644615	0.3899697409
78	0.9226325593	0.389571099
79	0.9228179606	0.389012268
80	0.9230384914	0.3884363283
81	0.9232671648	0.3877738451
82	0.9235509411	0.3872111247
83	0.9240256991	0.3861246289
84	0.9243185058	0.3853462697
85	0.9244636513	0.3848397945
86	0.9246486391	0.3843703815
87	0.924934278	0.3837675181
88	0.9257981504	0.3818306706
89	0.9260943984	0.3810812285
90	0.9262243058	0.3805398415
91	0.9264660394	0.3798119497
92	0.9267277022	0.3791025478
93	0.927077214	0.3784006116
94	0.9274005482	0.377557221
95	0.9275614537	0.3771048137
96	0.9278211875	0.3763495037
97	0.9279966087	0.3758979723
98	0.928254056	0.3752309809
99	0.9284448197	0.3747881252
100	0.9286753038	0.3742513336
101	0.9288862629	0.37379819
102	0.9290041284	0.3734703611
103	0.9291849148	0.3729675726
104	0.9292749575	0.3726785273
105	0.9294165215	0.3723423317
106	0.9296400857	0.3717354758
107	0.9299235731	0.371061996
108	0.930033786	0.3706536804
109	0.9302170066	0.370038058
110	0.9303335711	0.3697499279
111	0.930451572	0.3694049579
112	0.9306453512	0.3688889634
113	0.9308313458	0.3684327712
114	0.9311353522	0.367670408
115	0.93125887	0.3673460682
116	0.9314002179	0.3669367584
117	0.9316773861	0.3663105985
118	0.9318634054	0.3657659977
119	0.9320497694	0.3652636427
120	0.9326277113	0.3639436465
121	0.9327637898	0.3634835855
122	0.9329393167	0.3630196292
123	0.9331412272	0.3625603713
124	0.9332467081	0.3623058004
125	0.9336265266	0.3614682235
126	0.9338068569	0.3610868489
127	0.9339171075	0.3607211955
128	0.9341013486	0.3602372719
129	0.9342775833	0.3596923086
130	0.9345788981	0.3590312252
131	0.9347678508	0.3585481325
132	0.9348890534	0.3583299177
133	0.9350069891	0.3580659663
134	0.9352112592	0.3575693055
135	0.9352911893	0.3573737951
136	0.9354647939	0.3568797493
137	0.9354927621	0.3567838487
138	0.9359675759	0.3555038757
139	0.9360754268	0.3551348032
140	0.9363968956	0.3543937722
141	0.9364881578	0.3541705027
142	0.9366200888	0.3538220745
143	0.936902101	0.3531272552
144	0.9370206427	0.3528131871
145	0.9371309976	0.3524933228
146	0.9372594773	0.3521500255
147	0.9374181461	0.3516985861
148	0.9375038025	0.3514628072
149	0.9375980031	0.3512098572
150	0.9377708878	0.3507538423
151	0.9378892365	0.350518614
152	0.9379755283	0.3502360088
153	0.9381518242	0.3497705377
154	0.93825646	0.3494908019
155	0.9383420702	0.3492376249
156	0.9384835562	0.3489554813
157	0.9385955384	0.3486601327
158	0.9386592579	0.3484835498
159	0.9388897956	0.3480025308
160	0.9390073661	0.3476711841
161	0.9392631443	0.3470248306
162	0.9393350662	0.3468733759
163	0.9395084406	0.3465032371
164	0.9396417556	0.3462098791
165	0.9398555667	0.3456013667
166	0.9400044754	0.3452440474
167	0.9401258047	0.3449619204
168	0.9401613131	0.3448006903
169	0.9402394653	0.3445440126
170	0.9403297252	0.3442904486
171	0.9403559071	0.3441508601
172	0.9405360275	0.343566575
173	0.9406403988	0.3432084897
174	0.940769483	0.342817342
175	0.9408688241	0.3426133333
176	0.9409411414	0.3423900911
177	0.9410282159	0.3421489633
178	0.94124558	0.341682032
179	0.9413610568	0.3413416855
180	0.9414184875	0.3411602856
181	0.9415355902	0.3408794659
182	0.9416494503	0.3406725926
183	0.9417295993	0.3404098443
184	0.941885018	0.3400355206
185	0.9421068925	0.3394697995
186	0.9421183192	0.3394426126
187	0.9422538335	0.3390940188
188	0.9423655459	0.3388544938
189	0.9425165072	0.3385297009
190	0.9425908153	0.3382517197
191	0.9427214867	0.3378780497
192	0.942895431	0.3374797618
193	0.9430278744	0.3371060269
194	0.943042904	0.3370391591
195	0.9431201066	0.3367921215
196	0.9431300105	0.336751027
197	0.9432159151	0.3364786526
198	0.9432856454	0.3362907591
199	0.943440588	0.3358668222
200	0.9435734391	0.3354442507
201	0.94387	0.3346173227
202	0.9440893011	0.3340383703
203	0.944128787	0.3339130617
204	0.9442066998	0.3336993935
205	0.9442708434	0.3335597114
206	0.9443443751	0.3333206518
207	0.9444067595	0.3331501128
208	0.9444847104	0.3329502278
209	0.944665452	0.332449846
210	0.9447218862	0.3322399247
211	0.944804506	0.3319932816
212	0.9449750833	0.3315543334
213	0.9450313273	0.3313610364
214	0.9450844667	0.3311620357
215	0.9451659675	0.3309539335
216	0.9453783237	0.3304634505
217	0.9455030591	0.3301766646
218	0.945616687	0.3298594663
219	0.9456378389	0.3297421881
220	0.9459245051	0.328988951
221	0.9461098927	0.3285320616
222	0.9461225449	0.328518349
223	0.946161072	0.3283835053
224	0.9462454225	0.3281544687
225	0.946313896	0.3279255667
226	0.9463809067	0.3277534204
227	0.9465016097	0.3274471482
228	0.9465442452	0.3273560207
229	0.9466220401	0.3271318129
230	0.9467197216	0.3268854509
231	0.9468137846	0.3266360654
232	0.946933139	0.3262664872
233	0.9469342822	0.3262526577
234	0.9470890203	0.3257997172
235	0.9471690505	0.325628783
236	0.9472412001	0.3254623544
237	0.9472724416	0.3253900873
238	0.9473798737	0.3250840042
239	0.9474670057	0.3248367674
240	0.9476179168	0.3244580851
241	0.9477784113	0.3240231548
242	0.9478678198	0.323807192
243	0.9480025971	0.3234555766
244	0.9481674544	0.3230009192
245	0.948245887	0.3227320343
246	0.9483457826	0.3224468573
247	0.9484653749	0.3220845283
248	0.9484980201	0.3219446765
249	0.9486429865	0.3215635143
250	0.948731296	0.3212979032
251	0.9488518731	0.3209201055
252	0.9489609993	0.3206400983
253	0.9491847907	0.3199968675
254	0.9494907745	0.3192826977
255	0.9496899701	0.3187714284
256	0.949841145	0.3183340176
257	0.9500411541	0.317811684
258	0.9502528435	0.3172760247
259	0.9504496673	0.3167787984
260	0.9505977619	0.3163995907
261	0.9507428308	0.3160490569
262	0.9508145202	0.3158442091
263	0.9509085025	0.3155757352
264	0.9510931209	0.3150260545
265	0.9514195241	0.314072772
266	0.9517366373	0.313154467
267	0.9519190162	0.3126520465
268	0.9521651567	0.3119415027
269	0.9524345766	0.3112188191
270	0.9525856492	0.3108982306
271	0.9527892981	0.3103232918
272	0.9528824646	0.3099993618
273	0.9529873914	0.3096495811
274	0.9531144749	0.3092345753
275	0.9532124494	0.3089480329
276	0.953437879	0.3083014585
277	0.9535721559	0.3079309329
278	0.953708804	0.3075626284
279	0.9538706498	0.3071313748
280	0.9540340396	0.3066376785
281	0.954155159	0.3062515202
282	0.9542771346	0.3059222258
283	0.9544209628	0.3054374334
284	0.9545979501	0.3049605781
285	0.9547200325	0.3045961034
286	0.9548835044	0.3041056378
287	0.9550494145	0.3036113725
288	0.9551946203	0.3032096841
289	0.9553921762	0.3025710185
290	0.955562486	0.302023293
291	0.9556855039	0.3017352335
292	0.9559590269	0.3009434434
293	0.9560912801	0.300503239
294	0.9562332419	0.3001593121
295	0.9563796311	0.2997954391
296	0.9565054451	0.2994736105
297	0.9566325052	0.2991132343
298	0.9567956665	0.2986496781
299	0.9568953075	0.2983413836
300	0.9570101795	0.2979783186
301	0.957125038	0.2976587631
302	0.9572224643	0.2973222033
303	0.9573568421	0.2969457237
304	0.9574905656	0.2966172778
305	0.9576587952	0.2960980883
306	0.957888453	0.2953544553
307	0.9579678511	0.2950511261
308	0.9582255716	0.29425879
309	0.9583839514	0.2938627854
310	0.9584828205	0.2935814995
311	0.9586426325	0.2931125839
312	0.9587671084	0.2927741924
313	0.9589302721	0.2922439181
314	0.9591127509	0.2917410292
315	0.9593102616	0.2911792896
316	0.9594633907	0.2907339545
317	0.9596054527	0.2903332478
318	0.9597408881	0.2899493176
319	0.9598819669	0.2895726024
320	0.9600260427	0.2891708145
321	0.9602096134	0.2885799153
322	0.9603312579	0.2881368113
323	0.960439635	0.2878188669
324	0.960590289	0.2873485553
325	0.9608077764	0.2866097389
326	0.960934105	0.2862062651
327	0.9610640512	0.2858769483
328	0.9612162291	0.2853777641
329	0.9613192636	0.2850431789
330	0.961524493	0.2844387438
331	0.9616237602	0.2841070792
332	0.9617527222	0.2836906642
333	0.9619235879	0.2832065129
334	0.9620391847	0.2828396359
335	0.9621607011	0.2824232247
336	0.9622973475	0.2819655472
337	0.962385952	0.2816965461
338	0.9625001907	0.2813629324
339	0.9626000476	0.2810582846
340	0.9627254572	0.2807338662
341	0.9628868314	0.2802436887
342	0.9630535206	0.279751987
343	0.9631881796	0.2793909032
344	0.9633087038	0.279029777
345	0.963496131	0.2784661196
346	0.963602607	0.2781438405
347	0.9637323341	0.2776946681
348	0.9638310918	0.2774298992
349	0.9640166955	0.2769771164
350	0.9641613135	0.2765263731
351	0.9642939627	0.2760876535
352	0.9644122306	0.2757536384
353	0.9645109307	0.275440968
354	0.964637495	0.2750339066
355	0.9647710158	0.2745915306
356	0.9648758566	0.2742813868
357	0.9649558883	0.2740108094
358	0.9650416843	0.2737571562
359	0.9651569165	0.2734277589
360	0.9652326325	0.273223685
361	0.96530158	0.2730142218
362	0.965402855	0.2727164736
363	0.9654593469	0.2725106139
364	0.9655602148	0.2722355128
365	0.9657164067	0.2717428072
366	0.9658099809	0.2714284623
367	0.9659201357	0.2710641776
368	0.9659944821	0.2708371193
369	0.9661385309	0.2703028157
370	0.9662326179	0.2699936294
371	0.9663358597	0.2696738529
372	0.9664756154	0.2692774759
373	0.9665532069	0.2690455974
374	0.9666535442	0.2687169434
375	0.9667704074	0.2683832321
376	0.966879501	0.2679608727
377	0.9669779354	0.2675712256
378	0.9670699274	0.2673190306
379	0.9671274575	0.2671189178
380	0.967216613	0.2667962311
381	0.9673040387	0.2664880823
382	0.967445302	0.2658870226
383	0.9674992564	0.2656878369
384	0.9675991255	0.2653248648
385	0.9677003507	0.2649508917
386	0.967753613	0.2647564162
387	0.967864083	0.2644271051
388	0.9679518914	0.2641540428
389	0.9680691755	0.2637358958
390	0.968202664	0.2633462482
391	0.9683110771	0.2630033039
392	0.9683768918	0.2628370879
393	0.9684785567	0.262484485
394	0.9685531332	0.2622292943
395	0.968620901	0.261949852
396	0.9687179879	0.2615991097
397	0.9688428234	0.2612266627
398	0.9689965291	0.2606617003
399	0.9690594731	0.2604327766
400	0.9691905628	0.2599725027
401	0.9692849587	0.2596541396
402	0.9693511765	0.2594035251
403	0.9693989492	0.259182185
404	0.9694415163	0.2589761089
405	0.9695470783	0.2586622645
406	0.9696280228	0.2583952265
407	0.9697693037	0.2578698703
408	0.9698777032	0.2574796776
409	0.9699568207	0.2571683142
410	0.9700427293	0.2569011049
411	0.9701396458	0.256577537
412	0.9702183341	0.2563522438
413	0.9702863387	0.2561366341
414	0.9703573768	0.2558753174
415	0.9704179185	0.2556763754
416	0.9705009207	0.255410791
417	0.9705457276	0.2552836857
418	0.9706454763	0.2549158952
419	0.9707654945	0.2544419763
420	0.9708088548	0.2542025049
421	0.9708809561	0.2539286838
422	0.9709603588	0.253684923
423	0.9710321168	0.2534247194
424	0.9711120318	0.2531346929
425	0.9711669331	0.2529436505
426	0.9712017443	0.2528418836
427	0.9713039698	0.2525106559
428	0.9713685924	0.2522760905
429	0.9714420775	0.2520770514
430	0.9714900359	0.2519231502
431	0.9715532666	0.2516147032
432	0.9716252421	0.2513239476
433	0.9716834973	0.2511130165
434	0.971747219	0.2508247496
435	0.9718314985	0.250525164
436	0.9719018769	0.2503041786
437	0.9719485579	0.2500979663
438	0.9720211274	0.249818753
439	0.9721032611	0.2495496334
440	0.9721691998	0.2493279282
441	0.972237744	0.2490585346
442	0.9723181562	0.248732753
443	0.9723873124	0.2485085918
444	0.9724386874	0.2483283454
445	0.9725428147	0.2479476786
446	0.9726505834	0.247473581
447	0.9727385067	0.247098945
448	0.9727803294	0.2469061631
449	0.9728392944	0.2466933127
450	0.972899081	0.2464427357
451	0.9729769216	0.2461920754
452	0.9730516063	0.2459343281
453	0.9731242742	0.2456781008
454	0.9732106282	0.2454258515
455	0.9732603089	0.2452654709
456	0.9733544636	0.2448524882
457	0.9734378704	0.244545106
458	0.9735158152	0.2442241068
459	0.9735710201	0.2440591203
460	0.9736623836	0.243732948
461	0.9737111979	0.2435260295
462	0.973813444	0.2431952312
463	0.9738848094	0.2429622273
464	0.9739137103	0.2428545555
465	0.9739604209	0.2426189035
466	0.9740440369	0.2423169326
467	0.9741379548	0.2420535993
468	0.9742255707	0.2417589806
469	0.9742680532	0.2415685825
470	0.9743369291	0.2412699099
471	0.9744176859	0.2409787187
472	0.9744664266	0.2407847899
473	0.9745077944	0.24059086
474	0.9745747056	0.2403356686
475	0.9746295958	0.2401210966
476	0.974668767	0.2399743308
477	0.9747076962	0.2398534298
478	0.9747713782	0.239563734
479	0.9748129894	0.2393843438
480	0.9748998278	0.2390671661
481	0.9750102353	0.2385843893
482	0.9750588794	0.2384067812
483	0.9751560901	0.238033676
484	0.9752381427	0.2376806081
485	0.9753160406	0.237412874
486	0.9754101153	0.2371355947
487	0.9754513011	0.2370129341
488	0.9755105295	0.2368048589
489	0.9755509091	0.2366654154
490	0.9756161607	0.2364370692
491	0.9756824644	0.2362147046
492	0.9757394425	0.2359381754
493	0.975805131	0.2357018355
494	0.9758938693	0.2353541783
495	0.9759356087	0.2352000879
496	0.9759882858	0.2350115453
497	0.9760291359	0.2348519493
498	0.9761017934	0.2345746608
499	0.9761475492	0.2343780953
500	0.9761852422	0.2342180795
501	0.9762626048	0.2339322915
502	0.9762796783	0.2338518194
503	0.976342141	0.2335720059
504	0.9764011958	0.2333624988
505	0.9764816751	0.2330778577
506	0.9765219859	0.2328964066
507	0.9765797832	0.2326673983
508	0.9766442575	0.2324338608
509	0.976686612	0.2322515272
510	0.9767623442	0.2319225818
511	0.976832499	0.2316701491
512	0.9768996469	0.2314376676
513	0.9769363217	0.2313067832
514	0.9770156052	0.2310264222
515	0.9770608531	0.2308569863
516	0.9771181262	0.2306783705
517	0.9771983639	0.2303105008
518	0.9772931617	0.2298661623
519	0.977370179	0.2295667039
520	0.9774359588	0.2293189573
521	0.9774785779	0.2291579014
522	0.9775150753	0.2289914589
523	0.9775682797	0.2287455991
524	0.9776133925	0.2285673026
525	0.977690345	0.2282414785
526	0.9777658541	0.2279334542
527	0.977832037	0.2277190052
528	0.9778893123	0.2275009981
529	0.9779387036	0.2273252345
530	0.9779783135	0.2271546704
531	0.9780410442	0.2269181146
532	0.9781053888	0.2266257137
533	0.9781698415	0.2263225241
534	0.9782044922	0.2260854748
535	0.9782530261	0.2258985477
536	0.9783184648	0.225632538
537	0.9783587384	0.2254754476
538	0.9784113844	0.2252748859
539	0.9784463464	0.2251688291
540	0.9785128931	0.2249366715
541	0.9785521129	0.2247895282
542	0.9785901602	0.2245657395
543	0.9786319176	0.2243740666
544	0.9786629934	0.2242513736
545	0.9787278138	0.2240094742
546	0.9787845593	0.2237799768
547	0.9788560432	0.2234289317
548	0.9789118126	0.2231849206
549	0.9790031795	0.2227750954
550	0.9790540176	0.2226217078
551	0.979080333	0.2225042513
552	0.9791249982	0.2223067404
553	0.9791781662	0.2221065105
554	0.979224767	0.2219423301
555	0.9792747339	0.2217438054
556	0.9793430565	0.2214896472
557	0.97937391	0.2213717342
558	0.9794173868	0.2212157331
559	0.9795031614	0.2207808519
560	0.9795695791	0.2204847259
561	0.9796159712	0.2203135714
562	0.9796586844	0.2201441033
563	0.9797130401	0.2198861487
564	0.9797862152	0.2196343187
565	0.9798290392	0.2194276911
566	0.9798847684	0.2192263422
567	0.9799257955	0.2190363432
568	0.9799798761	0.2188208316
569	0.98003846	0.2185783673
570	0.9800714902	0.21844328
571	0.9801208953	0.2182758437
572	0.9801526713	0.2181753829
573	0.9801903463	0.2180057594
574	0.9802127614	0.2179311312
575	0.9802715391	0.2176945501
576	0.9803153305	0.2175129076
577	0.9803383416	0.2173995283
578	0.9803832508	0.2171783383
579	0.9804209986	0.2170380842
580	0.9804616408	0.2168481577
581	0.9805097682	0.2166246417
582	0.9805401208	0.2164517626
583	0.9805705127	0.2163074271
584	0.9806297271	0.2160633479
585	0.9806721866	0.2158839545
586	0.9807253956	0.2156760199
587	0.9807815127	0.2153945662
588	0.9808202621	0.2151934645
589	0.9808899577	0.2148808256
590	0.9809302568	0.2146817953
591	0.9809809724	0.2144814644
592	0.9810216016	0.214315178
593	0.9810667879	0.2141047412
594	0.9811104347	0.2139327114
595	0.9811635327	0.2137387739
596	0.9812088345	0.2135350046
597	0.9812466276	0.2133151341
598	0.981315341	0.2129848668
599	0.9813336815	0.2129195064
600	0.9813888393	0.2126818298
601	0.9814377659	0.2124995726
602	0.9814896455	0.2123299991
603	0.9815158858	0.2121677665
604	0.981539949	0.2119922827
605	0.9815703285	0.2118763404
606	0.9816291049	0.2116180429
607	0.9816938146	0.2113774561
608	0.9817351243	0.2111757586
609	0.9817711334	0.2110398041
610	0.9818435819	0.2107273459
611	0.9818886145	0.2105010664
612	0.9819593864	0.2101220354
613	0.9820409339	0.20968941
614	0.9820912398	0.2094376081
615	0.9821464826	0.2092206301
616	0.9822063108	0.2089626181
617	0.9822786569	0.2086779547
618	0.9823030765	0.2085591622
619	0.9823607461	0.2083631438
620	0.9824034795	0.2081907819
621	0.982441698	0.2080421169
622	0.9824634357	0.2079321141
623	0.9825170307	0.2076357325
624	0.9825612983	0.2074588699
625	0.9825869797	0.2073277641
626	0.9826206733	0.2071841797
627	0.9826946713	0.2068686486
628	0.9827342313	0.2066829169
629	0.982763484	0.2065468748
630	0.9828416484	0.206232141
631	0.9828919443	0.2060486337
632	0.9829453662	0.2058167507
633	0.9829919517	0.2056122455
634	0.9830250576	0.2054861956
635	0.9830661157	0.2053311499
636	0.9831034265	0.2051506206
637	0.9831583601	0.2048879979
638	0.9832152736	0.2046304037
639	0.9832509543	0.2044972738
640	0.9833010993	0.2042759757
641	0.98332919	0.2041334761
642	0.9833697515	0.2039440055
643	0.9834027843	0.2037892092
644	0.9834209656	0.203707271
645	0.9834651294	0.2034965688
646	0.9835086467	0.2033136023
647	0.9835452399	0.2031654016
648	0.9835823689	0.2029722183
649	0.9836130039	0.2028024705
650	0.9836490856	0.2026271667
651	0.9836748169	0.2025312754
652	0.9837099112	0.2023525271
653	0.9837565183	0.2021297095
654	0.9837812692	0.2020152122
655	0.9838160041	0.2018054752
656	0.9838224548	0.201754324
657	0.9838532214	0.2016127121
658	0.9838934572	0.2014425163
659	0.9839398357	0.2012353885
660	0.9839699487	0.2011010487
661	0.983983946	0.2010128306
662	0.9840379976	0.2007711822
663	0.9840552157	0.2006950324
664	0.9841102985	0.2004477397
665	0.9841486195	0.2003002484
666	0.9841803472	0.2001754242
667	0.9842208061	0.2000414183
668	0.9842673248	0.199833483
669	0.9842914402	0.1997365458
670	0.9843224915	0.1995729169
671	0.9843539134	0.1994145668
672	0.9843772876	0.1993325405
673	0.9844128293	0.1991876774
674	0.9844449475	0.1990288217
675	0.984488162	0.198838077
676	0.9845364257	0.1986489089
677	0.9845816394	0.1984489685
678	0.9846278805	0.19818173
679	0.98465721	0.1980543618
680	0.9846937653	0.1979023524
681	0.9847167567	0.1978244783
682	0.9847459468	0.1977026246
683	0.9847905887	0.1974856907
684	0.9848107787	0.1973619527
685	0.98484004	0.197222722
686	0.9848746064	0.1970459639
687	0.9848976013	0.196923611
688	0.9849343545	0.1967277441
689	0.9849584795	0.1966287217
690	0.9849966769	0.1964619754
691	0.985011451	0.196379993
692	0.9850363476	0.1962571402
693	0.9850587763	0.1961410782
694	0.9850871906	0.1960228266
695	0.9851336007	0.1957756214
696	0.9851690092	0.1956540109
697	0.9852177545	0.1954144893
698	0.9852665945	0.1951714161
699	0.9852753734	0.1951177655
700	0.9853194755	0.1949183155
701	0.9853366983	0.1948129828
702	0.9853666031	0.1947161885
703	0.9853914401	0.1946007222
704	0.9854246858	0.1944316087
705	0.9854811397	0.194108266
706	0.9855265119	0.1939032911
707	0.9855648048	0.1937222357
708	0.9855859492	0.1936203529
709	0.9856132545	0.1934941553
710	0.9856473386	0.1933884208
711	0.9856873554	0.1932170112
712	0.9856978066	0.1931443177
713	0.9857296571	0.1930106891
714	0.9857513923	0.1928966888
715	0.9858027533	0.1926123893
716	0.985840635	0.1924138964
717	0.9858739522	0.1922233489
718	0.985890697	0.1921197904
719	0.9859346464	0.1917967173
720	0.9859544474	0.1917046853
721	0.9859764512	0.1915464854
722	0.9860393915	0.1911622176
723	0.9860922709	0.1908837862
724	0.9861347461	0.1906407031
725	0.9861723702	0.1903852214
726	0.9861882987	0.1902666362
727	0.9862001159	0.1901872206
728	0.9862263296	0.190067904
729	0.9862627812	0.1898960166
730	0.986301608	0.1897389442
731	0.9863306507	0.1896051431
732	0.9863644337	0.1893888181
733	0.9863972893	0.1892429726
734	0.9864375935	0.1890666133
735	0.9864623588	0.1889464648
736	0.9864856102	0.1888553473
737	0.9865283282	0.1885673704
738	0.9865485282	0.1884780772
739	0.986584249	0.1882680203
740	0.9866213818	0.1880856402
741	0.9866502242	0.1879449179
742	0.9866653075	0.1878467466
743	0.9866932329	0.1877415487
744	0.9867310295	0.1875767199
745	0.9867655777	0.1874050438
746	0.9867853277	0.1873084168
747	0.9868241585	0.187066197
748	0.9868505721	0.1869186197
749	0.9868772249	0.1868004392
750	0.9868998576	0.1866787027
751	0.9869396177	0.1864460583
752	0.9869595524	0.1863345156
753	0.986984454	0.1862106403
754	0.9870153776	0.1860391929
755	0.9870638262	0.1858129588
756	0.98709147	0.1856649099
757	0.9871099566	0.1855592528
758	0.9871339615	0.1854086542
759	0.9871625685	0.1852471911
760	0.9872011996	0.1850559817
761	0.9872204954	0.1849822176
762	0.9872531281	0.1848215678
763	0.9872844189	0.1846692834
764	0.9872982356	0.1845802363
765	0.9873165347	0.1844389207
766	0.9873387031	0.1843193339
767	0.9873678427	0.1841658065
768	0.9873935089	0.1840170362
769	0.9874296295	0.1838295543
770	0.987450421	0.1837247291
771	0.9874743209	0.183577863
772	0.9875244743	0.1832597392
773	0.9875677825	0.1830364458
774	0.9876001846	0.1828769639
775	0.9876280595	0.1827612821
776	0.9876672641	0.1825633558
777	0.9876969448	0.1823869744
778	0.9877359845	0.1821784893
779	0.9877580868	0.1820425177
780	0.987766847	0.1819836004
781	0.9877856656	0.1818917075
782	0.9878257339	0.1817329388
783	0.9878326354	0.181678481
784	0.9878706768	0.1815116735
785	0.9878798086	0.1814600025
786	0.9878948308	0.1813921298
787	0.9879131637	0.1813087013
788	0.9879478395	0.181138134
789	0.9879786452	0.180984465
790	0.9879979414	0.1808783639
791	0.9880253202	0.1807264286
792	0.9880526069	0.1805766728
793	0.9880867458	0.1804374366
794	0.9881172228	0.180341897
795	0.9881454677	0.1801852865
796	0.9881655252	0.1800919145
797	0.9881995563	0.179918669
798	0.9882083869	0.1798653646
799	0.9882238759	0.1797856984
800	0.9882276502	0.1797393745
801	0.9882596382	0.1795882194
802	0.9882850115	0.1794497615
803	0.9883071512	0.1793386159
804	0.9883258067	0.179212473
805	0.9883421581	0.1791388247
806	0.988368715	0.1789911062
807	0.9883881034	0.1788616534
808	0.9883998269	0.1787755065
809	0.9884334316	0.1786008494
810	0.9884523153	0.1784403246
811	0.9884795532	0.1783064906
812	0.9885044652	0.1781710292
813	0.9885296236	0.1780527208
814	0.9885686334	0.1778314545
815	0.9885926404	0.1776935826
816	0.9886129174	0.1775533345
817	0.9886377023	0.1774134085
818	0.9886590221	0.1773289641
819	0.9886664487	0.177211342
820	0.9886925469	0.1770649829
821	0.988719953	0.1768728451
822	0.9887448255	0.1767463026
823	0.9887619351	0.1766825096
824	0.9887906234	0.1765047016
825	0.9887945226	0.1764562724
826	0.9888236619	0.1762799487
827	0.9888580781	0.1760885273
828	0.9888769606	0.175979755
829	0.9888983026	0.1758726274
830	0.988921442	0.1757296991
831	0.9889443254	0.1755986744
832	0.9889755196	0.1754622598
833	0.9889900889	0.1753827024
834	0.9890169367	0.1751106252
835	0.9890471516	0.1748879274
836	0.9890622503	0.1747967805
837	0.9890806588	0.1746819453
838	0.9891175948	0.1745060993
839	0.9891381716	0.1744010588
840	0.9891567803	0.1742952428
841	0.9891702853	0.1742252612
842	0.9891953605	0.1741038036
843	0.9892022846	0.1740521611
844	0.9892332798	0.1738910511
845	0.9892643832	0.1737353658
846	0.9892741061	0.1736538391
847	0.9892870728	0.173605526
848	0.9893216088	0.1733891574
849	0.9893398811	0.1732844506
850	0.9893538856	0.1731945945
851	0.9893801795	0.1730639134
852	0.9894037534	0.1729250911
853	0.9894272045	0.1727836894
854	0.9894523227	0.172663043
855	0.9894672826	0.1725781914
856	0.9894775742	0.1724589324
857	0.989505993	0.1723463077
858	0.9895184993	0.1722600857
859	0.9895335436	0.1721475742
860	0.9895633148	0.1719777246
861	0.9895824627	0.1718914496
862	0.9895927029	0.1718228817
863	0.9896179143	0.1716243494
864	0.9896381079	0.1715238163
865	0.9896576525	0.171397366
866	0.9896696224	0.171333379
867	0.9896942449	0.1712096116
868	0.9897251918	0.1710394703
869	0.9897510339	0.1708948726
870	0.9897758001	0.1707627147
871	0.989799709	0.1706234778
872	0.9898279759	0.1703971131
873	0.9898470729	0.1702594815
874	0.9898727414	0.1700854101
875	0.9899008102	0.1699489291
876	0.9899139384	0.1698470278
877	0.9899371636	0.1696998409
878	0.9899688428	0.1695051806
879	0.9900056589	0.1692964858
880	0.9900227805	0.1691856194
881	0.9900381679	0.1690873856
882	0.9900498498	0.1690050181
883	0.9900576473	0.1689626705
