iter	PRAUC	Logloss
884	0.9900772493	0.1688584864
885	0.9900960375	0.1687275816
886	0.9901214526	0.1685252807
887	0.9901366181	0.1684198252
888	0.9901480989	0.1683293204
889	0.9901662557	0.1682106478
890	0.990196112	0.1681039808
891	0.9902094878	0.168034023
892	0.9902491831	0.1678353981
893	0.9902620619	0.1677714934
894	0.9902945671	0.1676258648
895	0.9903118063	0.1675251028
896	0.9903278916	0.1674211855
897	0.9903447721	0.1673178936
898	0.9903632195	0.1671995886
899	0.9903912624	0.1670402216
900	0.990424285	0.1668433492
901	0.9904451601	0.1667427226
902	0.9904606695	0.1666414845
903	0.9904716213	0.1665620999
904	0.99048537	0.1664733164
905	0.9905147573	0.1663005019
906	0.9905272021	0.1662221802
907	0.9905472999	0.1660683338
908	0.9905659343	0.1659498013
909	0.9905750024	0.1658354938
910	0.9905857154	0.1657459196
911	0.9906088732	0.1656123529
912	0.990617782	0.1655593708
913	0.9906442617	0.1653925622
914	0.9906593999	0.1653146896
915	0.9906759055	0.165225264
916	0.9906971757	0.1650960679
917	0.9907139303	0.165014367
918	0.9907180036	0.1650017158
919	0.9907221542	0.1649767841
920	0.9907259116	0.1648851424
921	0.9907533804	0.1647438317
922	0.9907588676	0.164701549
923	0.9907774621	0.1645620036
924	0.9907996789	0.1643700133
925	0.9908240408	0.1642392671
926	0.9908302823	0.1641252067
927	0.9908401599	0.1640645283
928	0.9908521513	0.1639606652
929	0.9908700828	0.1638544957
930	0.9908775488	0.1638168869
931	0.9908863017	0.1637466252
932	0.9908993322	0.1636578574
933	0.9909203047	0.1635097355
934	0.9909318286	0.1634424575
935	0.9909496344	0.1633141027
936	0.9909634216	0.1632335822
937	0.9909723668	0.1631603174
938	0.9909971802	0.1630118585
939	0.9910178207	0.1628916265
940	0.9910285566	0.1627958365
941	0.9910500026	0.1626772723
942	0.9910588974	0.1625904909
943	0.9910889338	0.1623491543
944	0.9911190995	0.1621639797
945	0.991148258	0.161908762
946	0.9911625113	0.1617936299
947	0.9911787611	0.1616868063
948	0.9912012761	0.1615388845
949	0.9912200037	0.1614328448
950	0.9912288918	0.1613725003
951	0.9912408424	0.1613269088
952	0.9912612188	0.1612224049
953	0.9912902845	0.1610501623
954	0.9913025278	0.1609840773
955	0.9913155441	0.1608909291
956	0.9913273121	0.1608319289
957	0.9913426649	0.1607189443
958	0.9913564877	0.1606312757
959	0.9913826671	0.1605002605
960	0.9913993257	0.1604016564
961	0.9914248216	0.1601816121
962	0.9914459701	0.1600541899
963	0.9914645003	0.1599522968
964	0.991474471	0.1598799246
965	0.991483319	0.1597763806
966	0.991510384	0.1596272487
967	0.9915224215	0.1595474018
968	0.9915398299	0.1594574901
969	0.9915498312	0.1594019894
970	0.9915764216	0.1592342374
971	0.9915826277	0.1591996381
